Container,SzTpHt,A,Line,Location,Destination,Freight Kind,POD,Position,Booking,Category,Vessel / Voyage,Gross WT,Tare WT,,In Time,A,Holds,Commodity,Haz Details,Temp Req,Units,On Dock,OOG,,,,,,,,,,,,,,,,,,,,,,,,
RFCU5054026,40GP96,,ZIM,VESSEL,,FCL,YOK,V-ANAM09-300488,ZIMUORF0961763,EXPRT,ANAM / 09,9913,4000,,2-22-2020 10:58:41 AM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TLLU5873483,40GP96,,ZIM,VESSEL,,FCL,YOK,V-ANAM09-300388,ZIMUORF0961763,EXPRT,ANAM / 09,9209,4000,,2-22-2020 10:48:59 AM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
DFSU6298410,40GP96,,ZIM,VESSEL,,FCL,YOK,V-ANAM09-300090,ZIMUORF0961763,EXPRT,ANAM / 09,9135,4000,,2-22-2020 11:10:28 AM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU5838418,40RE96,,ZIM,VESSEL,,FCL,KHH,V-ANAM09-660082,ZIMUTRT0106031,EXPRT,ANAM / 09,32793,4740,,3-4-2020 6:18:15 PM,,,FAK OR CARGO NOS,,-18,C,N,,,,,,,,,,,,,,,,,,,,,,,,,
DFSU6538759,40GP96,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-580302,ZIMUVAN937853,EXPRT,ANAM / 09,29696,3810,,3-6-2020 11:37:48 AM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZMOU8844620,40RE96,,ZIM,VESSEL,,FCL,KHH,V-ANAM09-660686,ZIMUMTL0083937,EXPRT,ANAM / 09,30695,4420,,3-3-2020 9:36:05 AM,,,GDSM  GENERAL DEPARTMENT STORE MERCHANDISE,,-18,C,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU2693769,40GP86,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-380414,ZIMUVAN937853,EXPRT,ANAM / 09,28835,3720,,3-6-2020 8:59:55 AM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU8742520,40GP96,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-580304,ZIMUVAN937853,EXPRT,ANAM / 09,29533,3900,,3-6-2020 11:28:15 AM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
GAOU6043757,40GP96,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-580306,ZIMUVAN937853,EXPRT,ANAM / 09,29056,3730,,3-6-2020 11:05:06 AM,,,WODOPULP,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TCKU6644383,40GP96,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-580310,ZIMUVAN937853,EXPRT,ANAM / 09,29525,3700,,3-6-2020 10:57:55 AM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TCLU6605018,40GP96,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-580308,ZIMUVAN937853,EXPRT,ANAM / 09,29286,3840,,3-6-2020 11:00:45 AM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
BSIU9615003,40GP96,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-580312,ZIMUVAN937853,EXPRT,ANAM / 09,29314,3770,,3-6-2020 10:54:45 AM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZIMU1168220,20GP86,,ZIM,VESSEL,,FCL,XMN,V-ANAM09-231212,SSPHMTL0084061,EXPRT,ANAM / 09,29513,2350,,3-4-2020 6:12:34 PM,,,"LENTILS, BULK",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU5122790,40RE96,,ZIM,VESSEL,,FCL,XMN,V-ANAM09-380386,ZIMUVAN0081694,EXPRT,ANAM / 09,30800.5,4700,,3-4-2020 11:17:49 AM,,,"PORK, FROZEN",,-18,C,N,,,,,,,,,,,,,,,,,,,,,,,,,
TCNU2475593,40GP96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-181188,ZIMUVAN937801,EXPRT,ANAM / 09,10769,3700,,3-4-2020 1:21:47 PM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
FCIU4242825,20GP86,,ZIM,VESSEL,,FCL,KHH,V-ANAM09-071382,ZIMUMTL904709,EXPRT,ANAM / 09,25460,2180,,3-4-2020 5:04:02 PM,,,KITCHENWARE TABLEWARE & HOUSEHOLD PRODUCTS OF CO,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU5847282,40RE96,,ZIM,VESSEL,,FCL,SHA,V-ANAM09-660410,ZIMUMTL0083986,EXPRT,ANAM / 09,30747.89,4800,,3-3-2020 10:07:38 AM,,,GDSM  GENERAL DEPARTMENT STORE MERCHANDISE,,-18,C,N,,,,,,,,,,,,,,,,,,,,,,,,,
JXLU2719101,40GP86,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-660214,ZIMUVAN937853,EXPRT,ANAM / 09,28742,3720,,3-6-2020 11:42:36 AM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TGBU2601407,20GP86,,ZIM,VESSEL,,FCL,YOK,V-ANAM09-450206,ZIMUMTL904884,EXPRT,ANAM / 09,23672,2100,,3-6-2020 1:12:31 PM,,,BEANS,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZIMU2794378,20GP86,,ZIM,VESSEL,,FCL,SHA,V-ANAM09-110206,ZIMUMTL0083667,EXPRT,ANAM / 09,29720,2350,,3-4-2020 4:58:04 PM,,,FAK OR CARGO NOS,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TRHU3265091,20GP86,,ZIM,VESSEL,,FCL,SHA,V-ANAM09-110204,ZIMUMTL0083667,EXPRT,ANAM / 09,29440,2230,,3-4-2020 5:06:26 PM,,,FAK OR CARGO NOS,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZIMU1043937,20GP86,,ZIM,VESSEL,,FCL,XMN,V-ANAM09-051382,ZIMUMTL0083249,EXPRT,ANAM / 09,29680,2260,,3-4-2020 6:21:18 PM,,,"LENTILS, BULK",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZIMU3006439,20GP86,,ZIM,VESSEL,,FCL,SHA,V-ANAM09-090008,ZIMUORF0965482,EXPRT,ANAM / 09,12869.77,2179.96,,2-26-2020 1:37:49 PM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZIMU3036963,20GP86,,ZIM,VESSEL,,FCL,YOK,V-ANAM09-470004,ZIMUTRT0106494,EXPRT,ANAM / 09,24512,2181,,2-26-2020 9:56:52 PM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
CRSU1121364,20GP86,,ZIM,VESSEL,,FCL,YOK,V-ANAM09-450106,ZIMUTRT0106494,EXPRT,ANAM / 09,24652,2350,,2-29-2020 8:40:43 AM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU5851683,40RE96,,ZIM,VESSEL,,FCL,SHA,V-ANAM09-660412,ZIMUMTL0083987,EXPRT,ANAM / 09,30627.76,4630,,3-3-2020 9:36:29 AM,,,GDSM  GENERAL DEPARTMENT STORE MERCHANDISE,,-18,C,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZIMU1430469,20GP86,,ZIM,VESSEL,,FCL,YOK,V-ANAM09-470202,ZIMUTRT0106494,EXPRT,ANAM / 09,24672,2350,,2-26-2020 7:58:40 PM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
BSIU2720157,20GP86,,ZIM,VESSEL,,FCL,YOK,V-ANAM09-450202,ZIMUTRT0106494,EXPRT,ANAM / 09,24612,2350,,2-26-2020 7:56:38 PM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZIMU1368547,20GP86,,ZIM,VESSEL,,FCL,YOK,V-ANAM09-470204,ZIMUTRT0106494,EXPRT,ANAM / 09,24672,2258,,2-26-2020 7:39:18 PM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TRHU3102176,20GP86,,ZIM,VESSEL,,FCL,YOK,V-ANAM09-470108,ZIMUTRT0106494,EXPRT,ANAM / 09,24512,2350,,2-29-2020 8:12:27 AM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZIMU3051232,20GP86,,ZIM,VESSEL,,FCL,YOK,V-ANAM09-450006,ZIMUTRT0106494,EXPRT,ANAM / 09,24512,2180,,2-26-2020 9:39:43 PM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TRHU3604261,20GP86,,ZIM,VESSEL,,FCL,XMN,V-ANAM09-230912,ZIMUMTL0083249,EXPRT,ANAM / 09,29710,2350,,3-4-2020 6:44:13 PM,,,"LENTILS, BULK",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
CAAU5473849,40GP96,,ZIM,VESSEL,,FCL,XMN,V-ANAM09-380288,ZIMUMTL0083881,EXPRT,ANAM / 09,8110.22,4000,,3-1-2020 2:43:02 PM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TGBU2726560,20GP86,,ZIM,VESSEL,,FCL,SHA,V-ANAM09-110004,ZIMUMTL0083667,EXPRT,ANAM / 09,29760,2350,,3-4-2020 8:14:03 PM,,,FAK OR CARGO NOS,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
CAIU6510683,20GP86,,ZIM,VESSEL,,FCL,KHH,V-ANAM09-071384,ZIMUMTL904709,EXPRT,ANAM / 09,25414,2150,,3-4-2020 5:02:17 PM,,,KITCHENWARE TABLEWARE & HOUSEHOLD PRODUCTS OF CO,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU6533162,40GP96,,ZIM,VESSEL,,FCL,YTN,V-ANAM09-220610,ZIMUVAN0081645,EXPRT,ANAM / 09,27706,3700,,3-4-2020 11:15:50 AM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
JXLU5841392,40RE96,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-660108,ZIMUMTL0083709,EXPRT,ANAM / 09,32760,4680,,3-5-2020 11:14:53 AM,,,CUT GREENS,,-18,C,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU5128062,40RE96,,ZIM,VESSEL,,FCL,SHA,V-ANAM09-660406,ZIMUMTL0083992,EXPRT,ANAM / 09,30801.45,4840,,3-3-2020 1:47:29 PM,,,"PORK, FROZEN",,-18,C,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU5124283,40RE96,,ZIM,VESSEL,,FCL,SHA,V-ANAM09-660408,ZIMUMTL0083991,EXPRT,ANAM / 09,30730.77,4700,,3-3-2020 9:03:48 AM,,,"PORK, FROZEN",,-18,C,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZIMU2845412,20GP86,,ZIM,VESSEL,,FCL,SHA,V-ANAM09-110208,ZIMUMTL0083667,EXPRT,ANAM / 09,29790,2350,,3-4-2020 4:54:48 PM,,,FAK OR CARGO NOS,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TCNU5502413,40GP96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-101682,ZIMUVAN937923,EXPRT,ANAM / 09,30405,4000,,3-3-2020 7:11:34 PM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TDRU6733096,40GP96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-101482,ZIMUVAN937923,EXPRT,ANAM / 09,30432,4000,,3-3-2020 8:05:06 PM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU5118824,40RE96,,ZIM,VESSEL,,FCL,XMN,V-ANAM09-380986,ZIMUVAN0081757,EXPRT,ANAM / 09,30953.7,4680,,3-4-2020 11:19:12 AM,,,"PORK, FROZEN",,-18,C,N,,,,,,,,,,,,,,,,,,,,,,,,,
TCNU2981605,40GP96,,ZIM,VESSEL,,FCL,XMN,V-ANAM09-380188,ZIMUMTL0083881,EXPRT,ANAM / 09,7516.72,3700,,3-1-2020 1:09:22 PM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
BSIU2989568,20GP86,,ZIM,VESSEL,,FCL,YOK,V-ANAM09-470106,ZIMUTRT0106494,EXPRT,ANAM / 09,24452,2350,,2-29-2020 8:32:54 AM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
BSIU2558283,20GP86,,ZIM,VESSEL,,FCL,YOK,V-ANAM09-470010,ZIMUTRT0106494,EXPRT,ANAM / 09,24512,2267,,2-26-2020 8:08:28 PM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZIMU1006532,20GP86,,ZIM,VESSEL,,FCL,YOK,V-ANAM09-470104,ZIMUTRT0106494,EXPRT,ANAM / 09,24672,2350,,2-29-2020 10:03:27 AM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU5851929,40RE96,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-660210,ZIMUMTL0083996,EXPRT,ANAM / 09,30625.97,4630,,3-3-2020 3:34:44 PM,,,"PORK, FROZEN",,-18,C,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZIMU1017115,20GP86,,ZIM,VESSEL,,FCL,XMN,V-ANAM09-210912,ZIMUMTL0083249,EXPRT,ANAM / 09,29660,2260,,3-4-2020 6:40:04 PM,,,"LENTILS, BULK",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU8460511,40GP96,,ZIM,VESSEL,,FCL,KHH,V-ANAM09-660688,ZIMUORF0962701,EXPRT,ANAM / 09,29154,3950,,3-4-2020 6:37:09 PM,,,CUT GREENS,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZIMU1145348,20GP86,,ZIM,VESSEL,,FCL,SHA,V-ANAM09-110006,ZIMUMTL0083667,EXPRT,ANAM / 09,29710,2350,,3-4-2020 8:00:16 PM,,,FAK OR CARGO NOS,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
CAIU9387844,40GP96,,ZIM,VESSEL,,FCL,YOK,V-ANAM09-300188,ZIMUORF0961761,EXPRT,ANAM / 09,7400.44,3780,,3-4-2020 2:38:11 PM,,,CHAIR BEDS OR SOFA BEDS,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
DFSU6299187,40GP96,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-580112,ZIMUVAN937854,EXPRT,ANAM / 09,29580,3800,,3-5-2020 3:39:03 PM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU5817797,40RE96,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-660012,ZIMUMTL0084030,EXPRT,ANAM / 09,30906,4680,,3-4-2020 11:25:04 AM,,,FAK OR CARGO NOS,,-18,C,N,,,,,,,,,,,,,,,,,,,,,,,,,
SZLU9058201,40RE96,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-660212,ZIMUVAN937763,EXPRT,ANAM / 09,29341,4780,,2-26-2020 2:16:54 PM,,,"PORK, FROZEN",,-20,C,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU5173760,40RE96,,ZIM,VESSEL,,FCL,SHA,V-ANAM09-660306,ZIMUMTL0083990,EXPRT,ANAM / 09,30621.03,4620,,3-2-2020 1:29:13 PM,,,CUTTLEFISH FROZEN DRIED OR SALTED,,-18,C,N,,,,,,,,,,,,,,,,,,,,,,,,,
CAIU4427733,40GP96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-300810,ZIMUVAN0081039,EXPRT,ANAM / 09,27990,3750,,3-5-2020 9:13:28 AM,,,LUMBER,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZMOU8853345,40RE96,,ZIM,VESSEL,,FCL,YTN,V-ANAM09-380284,ZIMUMTL0083834,EXPRT,ANAM / 09,14354,4330,,2-26-2020 10:38:31 AM,,,GDSM  GENERAL DEPARTMENT STORE MERCHANDISE,,20,C,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU5853351,40RE96,,ZIM,VESSEL,,FCL,XMN,V-ANAM09-380286,ZIMUMTL0084411,EXPRT,ANAM / 09,26499,4630,,3-6-2020 2:02:33 PM,,,"PORK, FROZEN",,-18,C,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZIMU3016524,20GP86,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-290504,ZIMUMTL904753,EXPRT,ANAM / 09,4600,2350,,2-26-2020 7:51:15 PM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU5124832,40RE96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-500410,ZIMUVAN0081759,EXPRT,ANAM / 09,31870,4700,,3-4-2020 11:39:03 AM,,,"PORK, FROZEN",,-23,C,N,,,,,,,,,,,,,,,,,,,,,,,,,
CAIU8621562,40GP96,,ZIM,VESSEL,,FCL,SHA,V-ANAM09-100316,ZIMUVAN0081304,EXPRT,ANAM / 09,28018,3860.07,,3-1-2020 8:29:04 AM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZIMU1390480,20GP86,,ZIM,VESSEL,,FCL,SHA,V-ANAM09-090004,ZIMUMTL0083667,EXPRT,ANAM / 09,29730,2260,,3-4-2020 8:02:52 PM,,,FAK OR CARGO NOS,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
FSCU8249792,40GP96,,ZIM,VESSEL,,FCL,XMN,V-ANAM09-380088,ZIMUMTL0083881,EXPRT,ANAM / 09,8298,3830,,2-26-2020 10:09:48 PM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
SEGU2160054,20GP86,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-390302,ZIMUMTL0083594,EXPRT,ANAM / 09,23810,2350,,2-24-2020 10:37:04 PM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
DRYU9170084,40GP96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-300710,ZIMUVAN0081226,EXPRT,ANAM / 09,30280,3820,,3-4-2020 11:06:17 PM,,,METAL SCRAP,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU8841626,40GP96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-100510,ZIMUVAN0081609,EXPRT,ANAM / 09,26376,3900,,3-4-2020 11:02:51 AM,,,LUMBER,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZIMU1382503,20GP86,,ZIM,VESSEL,,FCL,SHA,V-ANAM09-090002,ZIMUMTL0083667,EXPRT,ANAM / 09,29740,2350,,3-4-2020 8:21:40 PM,,,FAK OR CARGO NOS,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
DFSU6486228,40GP96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-301004,ZIMUVAN0081226,EXPRT,ANAM / 09,30110,4000,,3-4-2020 7:00:28 PM,,,METAL SCRAP,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TGBU7242399,40GP96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-300812,ZIMUVAN0081226,EXPRT,ANAM / 09,30160,3700,,3-4-2020 9:45:54 PM,,,METAL SCRAP,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TCNU2753272,40GP96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-300816,ZIMUVAN0081226,EXPRT,ANAM / 09,30120,3700,,3-4-2020 7:09:03 PM,,,METAL SCRAP,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU8524895,40GP96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-300814,ZIMUVAN0081226,EXPRT,ANAM / 09,30390,4000,,3-4-2020 7:11:45 PM,,,METAL SCRAP,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TRHU2668831,20GP86,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-390306,ZIMUMTL0083594,EXPRT,ANAM / 09,23870,2350,,2-24-2020 11:09:26 PM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZIMU1148959,20GP86,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-310504,ZIMUMTL904628,EXPRT,ANAM / 09,29132,2260,,3-5-2020 10:15:51 AM,,,"LENTILS, BULK",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TEMU4806073,20GP86,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-310802,ZIMUMTL904628,EXPRT,ANAM / 09,29222,2200,,3-5-2020 10:46:39 AM,,,"LENTILS, BULK",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZIMU2534299,20GP86,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-310702,ZIMUMTL904628,EXPRT,ANAM / 09,29082,2270,,3-5-2020 10:02:44 AM,,,"LENTILS, BULK",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
GLDU5144887,20GP86,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-310804,ZIMUMTL904628,EXPRT,ANAM / 09,29493,2230,,3-5-2020 10:18:54 AM,,,"LENTILS, BULK",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TEMU1872282,20GP86,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-310704,ZIMUVAN0081590,EXPRT,ANAM / 09,22565,2350,,2-29-2020 10:01:10 AM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TGBU2018576,20GP86,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-290704,ZIMUVAN0081602,EXPRT,ANAM / 09,22585,2267,,2-29-2020 8:39:53 AM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TCNU4576052,40GP96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-100916,ZIMUVAN0081607,EXPRT,ANAM / 09,26892,3900,,3-4-2020 11:34:07 AM,,,LUMBER,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
FSCU8258496,40GP96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-500190,ZIMUORF0963143,EXPRT,ANAM / 09,7093.18,3830.13,,2-26-2020 5:25:05 PM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
SEGU5428480,40GP96,,ZIM,VESSEL,,FCL,SHA,V-ANAM09-100110,ZIMUVAN0081312,EXPRT,ANAM / 09,23896,3830,,3-1-2020 12:35:39 PM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
CAIU4355850,40GP96,,ZIM,VESSEL,,FCL,SHA,V-ANAM09-100214,ZIMUVAN0081304,EXPRT,ANAM / 09,27908,3642.35,,3-1-2020 10:09:37 AM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
BSIU2793132,20GP86,,ZIM,VESSEL,,FCL,SHA,V-ANAM09-110384,ZIMUORF0960985,EXPRT,ANAM / 09,18713.39,2130.07,,2-29-2020 2:47:53 PM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZIMU1147968,20GP86,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-390406,SSPHVAN0081509,EXPRT,ANAM / 09,29322,2260,,3-5-2020 3:08:40 PM,,,CHICK PEAS,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TEMU1872132,20GP86,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-390404,SSPHVAN0081509,EXPRT,ANAM / 09,29192,2100,,3-5-2020 3:22:25 PM,,,CHICK PEAS,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZIMU1292138,20GP86,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-370404,SSPHVAN0081509,EXPRT,ANAM / 09,29373,2220,,3-5-2020 2:46:49 PM,,,CHICK PEAS,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZIMU1047927,20GP86,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-370406,SSPHVAN0081509,EXPRT,ANAM / 09,29533,2260,,3-5-2020 3:14:40 PM,,,CHICK PEAS,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZIMU1053581,20GP86,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-390304,SSPHVAN0081509,EXPRT,ANAM / 09,29443,2260,,3-5-2020 3:31:31 PM,,,CHICK PEAS,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU7063612,40GP96,,ZIM,VESSEL,,FCL,YOK,V-ANAM09-460016,ZIMUMTL0083763,EXPRT,ANAM / 09,30366,4000,,2-20-2020 3:53:26 PM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZIMU1009887,20GP86,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-370302,ZIMUMTL0083594,EXPRT,ANAM / 09,23870,2350,,2-24-2020 11:36:38 PM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZIMU1031535,20GP86,,ZIM,VESSEL,,FCL,YOK,V-ANAM09-470206,ZIMUMTL0083808,EXPRT,ANAM / 09,23860,2350,,2-22-2020 4:59:30 PM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZIMU1172066,20GP86,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-370306,ZIMUMTL0083594,EXPRT,ANAM / 09,23910,2350,,2-24-2020 10:46:21 PM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
